Dataset,Model,overall_dataset_auc,overall_dataset_auc_std,student_auc_mean,student_auc_mean_std,student_auc_std,student_auc_std_std,student_auc_max,student_auc_max_std,student_auc_min,student_auc_min_std,student_auc_range,student_auc_range_std,unfairness_metric,average_auc,average_auc_std,gini_coefficient,gini_coefficient_std,eawi_alpha_10,eawi_alpha_10_std,eawi_alpha_20,eawi_alpha_20_std,eawi_alpha_30,eawi_alpha_30_std,Folds_Present
nips_task34,dkt_forget,"0    0.771593
Name: overall_dataset_auc_mean, dtype: float64","0    0.000363
Name: overall_dataset_auc_std, dtype: float64","0    0.66999
Name: student_auc_mean_mean, dtype: float64","0    0.000808
Name: student_auc_mean_std, dtype: float64","0    0.088758
Name: student_auc_std_mean, dtype: float64","0    0.000423
Name: student_auc_std_std, dtype: float64","0    0.977778
Name: student_auc_max_mean, dtype: float64","0    0.005088
Name: student_auc_max_std, dtype: float64","0    0.23125
Name: student_auc_min_mean, dtype: float64","0    0.070226
Name: student_auc_min_std, dtype: float64","0    0.746528
Name: student_auc_range_mean, dtype: float64","0    0.07192
Name: student_auc_range_std, dtype: float64",10.111460727263534,"0    0.66999
Name: student_auc_average_auc_mean, dtype: float64","0    0.000808
Name: student_auc_average_auc_std, dtype: float64","0    0.072472
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000217
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.621434
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.000886
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.576398
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.00095
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.534625
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.001002
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
nips_task34,dkvmn,"0    0.764743
Name: overall_dataset_auc_mean, dtype: float64","0    0.000362
Name: overall_dataset_auc_std, dtype: float64","0    0.657738
Name: student_auc_mean_mean, dtype: float64","0    0.001443
Name: student_auc_mean_std, dtype: float64","0    0.087381
Name: student_auc_std_mean, dtype: float64","0    0.001014
Name: student_auc_std_std, dtype: float64","0    0.976111
Name: student_auc_max_mean, dtype: float64","0    0.002276
Name: student_auc_max_std, dtype: float64","0    0.263435
Name: student_auc_min_mean, dtype: float64","0    0.079019
Name: student_auc_min_std, dtype: float64","0    0.712676
Name: student_auc_range_mean, dtype: float64","0    0.077704
Name: student_auc_range_std, dtype: float64",10.56198971744496,"0    0.657738
Name: student_auc_average_auc_mean, dtype: float64","0    0.001443
Name: student_auc_average_auc_std, dtype: float64","0    0.072986
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.00083
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.609733
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.001792
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.565233
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.00212
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.52398
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.002406
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
nips_task34,gkt,"0    0.76599
Name: overall_dataset_auc_mean, dtype: float64","0    0.002715
Name: overall_dataset_auc_std, dtype: float64","0    0.66213
Name: student_auc_mean_mean, dtype: float64","0    0.00336
Name: student_auc_mean_std, dtype: float64","0    0.089841
Name: student_auc_std_mean, dtype: float64","0    0.001686
Name: student_auc_std_std, dtype: float64","0    0.973139
Name: student_auc_max_mean, dtype: float64","0    0.001847
Name: student_auc_max_std, dtype: float64","0    0.190579
Name: student_auc_min_mean, dtype: float64","0    0.091262
Name: student_auc_min_std, dtype: float64","0    0.78256
Name: student_auc_range_mean, dtype: float64","0    0.091584
Name: student_auc_range_std, dtype: float64",9.417832320478148,"0    0.66213
Name: student_auc_average_auc_mean, dtype: float64","0    0.00336
Name: student_auc_average_auc_std, dtype: float64","0    0.074548
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.001042
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.612769
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.003035
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.567088
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.002884
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.524813
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.00286
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
nips_task34,hawkes,"0    0.773477
Name: overall_dataset_auc_mean, dtype: float64","0    0.001054
Name: overall_dataset_auc_std, dtype: float64","0    0.701912
Name: student_auc_mean_mean, dtype: float64","0    0.000998
Name: student_auc_mean_std, dtype: float64","0    0.087205
Name: student_auc_std_mean, dtype: float64","0    0.000692
Name: student_auc_std_std, dtype: float64","0    0.956058
Name: student_auc_max_mean, dtype: float64","0    0.00796
Name: student_auc_max_std, dtype: float64","0    0.368031
Name: student_auc_min_mean, dtype: float64","0    0.051931
Name: student_auc_min_std, dtype: float64","0    0.588027
Name: student_auc_range_mean, dtype: float64","0    0.054954
Name: student_auc_range_std, dtype: float64",13.688156745054405,"0    0.701912
Name: student_auc_average_auc_mean, dtype: float64","0    0.000998
Name: student_auc_average_auc_std, dtype: float64","0    0.068322
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000412
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.653956
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.00078
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.609277
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.000673
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.56765
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.000673
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
nips_task34,kqn,"0    0.765983
Name: overall_dataset_auc_mean, dtype: float64","0    0.000408
Name: overall_dataset_auc_std, dtype: float64","0    0.659437
Name: student_auc_mean_mean, dtype: float64","0    0.001448
Name: student_auc_mean_std, dtype: float64","0    0.088002
Name: student_auc_std_mean, dtype: float64","0    0.001219
Name: student_auc_std_std, dtype: float64","0    0.973253
Name: student_auc_max_mean, dtype: float64","0    0.00631
Name: student_auc_max_std, dtype: float64","0    0.300739
Name: student_auc_min_mean, dtype: float64","0    0.038081
Name: student_auc_min_std, dtype: float64","0    0.672514
Name: student_auc_range_mean, dtype: float64","0    0.043803
Name: student_auc_range_std, dtype: float64",11.142345743530916,"0    0.659437
Name: student_auc_average_auc_mean, dtype: float64","0    0.001448
Name: student_auc_average_auc_std, dtype: float64","0    0.073531
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.00089
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.610948
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.001465
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.566025
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.001653
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.524405
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.001901
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
nips_task34,saint,"0    0.786449
Name: overall_dataset_auc_mean, dtype: float64","0    0.001337
Name: overall_dataset_auc_std, dtype: float64","0    0.706045
Name: student_auc_mean_mean, dtype: float64","0    0.001426
Name: student_auc_mean_std, dtype: float64","0    0.093097
Name: student_auc_std_mean, dtype: float64","0    0.000875
Name: student_auc_std_std, dtype: float64","0    0.976767
Name: student_auc_max_mean, dtype: float64","0    0.004546
Name: student_auc_max_std, dtype: float64","0    0.406243
Name: student_auc_min_mean, dtype: float64","0    0.017444
Name: student_auc_min_std, dtype: float64","0    0.570524
Name: student_auc_range_mean, dtype: float64","0    0.021592
Name: student_auc_range_std, dtype: float64",13.292927941656664,"0    0.706045
Name: student_auc_average_auc_mean, dtype: float64","0    0.001426
Name: student_auc_average_auc_std, dtype: float64","0    0.073512
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000596
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.654142
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.001001
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.606055
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.000725
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.561502
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.000653
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
nips_task34,sakt,"0    0.750672
Name: overall_dataset_auc_mean, dtype: float64","0    0.00052
Name: overall_dataset_auc_std, dtype: float64","0    0.622627
Name: student_auc_mean_mean, dtype: float64","0    0.001713
Name: student_auc_mean_std, dtype: float64","0    0.086933
Name: student_auc_std_mean, dtype: float64","0    0.001262
Name: student_auc_std_std, dtype: float64","0    0.976033
Name: student_auc_max_mean, dtype: float64","0    0.002219
Name: student_auc_max_std, dtype: float64","0    0.28251
Name: student_auc_min_mean, dtype: float64","0    0.080297
Name: student_auc_min_std, dtype: float64","0    0.693523
Name: student_auc_range_mean, dtype: float64","0    0.081624
Name: student_auc_range_std, dtype: float64",10.327176202110701,"0    0.622627
Name: student_auc_average_auc_mean, dtype: float64","0    0.001713
Name: student_auc_average_auc_std, dtype: float64","0    0.075799
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000762
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.575432
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.00156
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.531815
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.001549
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.491504
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.001629
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
nips_task34,skvmn,"0    0.740069
Name: overall_dataset_auc_mean, dtype: float64","0    0.000174
Name: overall_dataset_auc_std, dtype: float64","0    0.620048
Name: student_auc_mean_mean, dtype: float64","0    0.001645
Name: student_auc_mean_std, dtype: float64","0    0.079896
Name: student_auc_std_mean, dtype: float64","0    0.000847
Name: student_auc_std_std, dtype: float64","0    0.953174
Name: student_auc_max_mean, dtype: float64","0    0.006673
Name: student_auc_max_std, dtype: float64","0    0.291242
Name: student_auc_min_mean, dtype: float64","0    0.055571
Name: student_auc_min_std, dtype: float64","0    0.661932
Name: student_auc_range_mean, dtype: float64","0    0.053699
Name: student_auc_range_std, dtype: float64",11.724337595410201,"0    0.620048
Name: student_auc_average_auc_mean, dtype: float64","0    0.001645
Name: student_auc_average_auc_std, dtype: float64","0    0.070247
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000612
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.576492
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.001894
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.535996
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.002105
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.498345
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.002279
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
peiyou,akt,"0    0.817699
Name: overall_dataset_auc_mean, dtype: float64","0    0.00085
Name: overall_dataset_auc_std, dtype: float64","0    0.768287
Name: student_auc_mean_mean, dtype: float64","0    0.001473
Name: student_auc_mean_std, dtype: float64","0    0.057359
Name: student_auc_std_mean, dtype: float64","0    0.000242
Name: student_auc_std_std, dtype: float64","0    0.975039
Name: student_auc_max_mean, dtype: float64","0    0.005326
Name: student_auc_max_std, dtype: float64","0    0.527396
Name: student_auc_min_mean, dtype: float64","0    0.011013
Name: student_auc_min_std, dtype: float64","0    0.447643
Name: student_auc_range_mean, dtype: float64","0    0.015413
Name: student_auc_range_std, dtype: float64",29.921701191000274,"0    0.768287
Name: student_auc_average_auc_mean, dtype: float64","0    0.001473
Name: student_auc_average_auc_std, dtype: float64","0    0.041846
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000238
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.736137
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.001592
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.705333
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.001699
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.675818
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.001794
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
peiyou,atktfix,"0    0.777464
Name: overall_dataset_auc_mean, dtype: float64","0    0.000307
Name: overall_dataset_auc_std, dtype: float64","0    0.709565
Name: student_auc_mean_mean, dtype: float64","0    0.000622
Name: student_auc_mean_std, dtype: float64","0    0.059968
Name: student_auc_std_mean, dtype: float64","0    0.000136
Name: student_auc_std_std, dtype: float64","0    0.973904
Name: student_auc_max_mean, dtype: float64","0    0.004345
Name: student_auc_max_std, dtype: float64","0    0.363072
Name: student_auc_min_mean, dtype: float64","0    0.038683
Name: student_auc_min_std, dtype: float64","0    0.610832
Name: student_auc_range_mean, dtype: float64","0    0.041052
Name: student_auc_range_std, dtype: float64",19.370887286919398,"0    0.709565
Name: student_auc_average_auc_mean, dtype: float64","0    0.000622
Name: student_auc_average_auc_std, dtype: float64","0    0.046945
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000067
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.676255
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.000555
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.644508
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.000495
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.614252
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.000441
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
peiyou,bakt,"0    0.813738
Name: overall_dataset_auc_mean, dtype: float64","0    0.000666
Name: overall_dataset_auc_std, dtype: float64","0    0.76561
Name: student_auc_mean_mean, dtype: float64","0    0.000773
Name: student_auc_mean_std, dtype: float64","0    0.057545
Name: student_auc_std_mean, dtype: float64","0    0.000476
Name: student_auc_std_std, dtype: float64","0    0.981716
Name: student_auc_max_mean, dtype: float64","0    0.00327
Name: student_auc_max_std, dtype: float64","0    0.532214
Name: student_auc_min_mean, dtype: float64","0    0.030015
Name: student_auc_min_std, dtype: float64","0    0.449502
Name: student_auc_range_mean, dtype: float64","0    0.031547
Name: student_auc_range_std, dtype: float64",29.598577212600944,"0    0.76561
Name: student_auc_average_auc_mean, dtype: float64","0    0.000773
Name: student_auc_average_auc_std, dtype: float64","0    0.042078
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000335
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.733394
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.000932
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.702534
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.0011
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.672973
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.001266
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
peiyou,deep_irt,"0    0.775562
Name: overall_dataset_auc_mean, dtype: float64","0    0.000616
Name: overall_dataset_auc_std, dtype: float64","0    0.712446
Name: student_auc_mean_mean, dtype: float64","0    0.000839
Name: student_auc_mean_std, dtype: float64","0    0.058846
Name: student_auc_std_mean, dtype: float64","0    0.000345
Name: student_auc_std_std, dtype: float64","0    0.967866
Name: student_auc_max_mean, dtype: float64","0    0.006942
Name: student_auc_max_std, dtype: float64","0    0.398567
Name: student_auc_min_mean, dtype: float64","0    0.058273
Name: student_auc_min_std, dtype: float64","0    0.569299
Name: student_auc_range_mean, dtype: float64","0    0.063558
Name: student_auc_range_std, dtype: float64",21.266602865354976,"0    0.712446
Name: student_auc_average_auc_mean, dtype: float64","0    0.000839
Name: student_auc_average_auc_std, dtype: float64","0    0.045937
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000223
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.679719
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.000817
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.648495
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.000824
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.618705
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.000851
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
peiyou,dimkt,"0    0.81946
Name: overall_dataset_auc_mean, dtype: float64","0    0.000176
Name: overall_dataset_auc_std, dtype: float64","0    0.771293
Name: student_auc_mean_mean, dtype: float64","0    0.000632
Name: student_auc_mean_std, dtype: float64","0    0.05657
Name: student_auc_std_mean, dtype: float64","0    0.000242
Name: student_auc_std_std, dtype: float64","0    0.97818
Name: student_auc_max_mean, dtype: float64","0    0.00349
Name: student_auc_max_std, dtype: float64","0    0.531434
Name: student_auc_min_mean, dtype: float64","0    0.017239
Name: student_auc_min_std, dtype: float64","0    0.446746
Name: student_auc_range_mean, dtype: float64","0    0.019509
Name: student_auc_range_std, dtype: float64",30.518928188938318,"0    0.771293
Name: student_auc_average_auc_mean, dtype: float64","0    0.000632
Name: student_auc_average_auc_std, dtype: float64","0    0.041046
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000197
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.739634
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.000708
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.709275
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.000792
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.680162
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.000877
Name: student_auc_eawi_alpha_30_std, dtype: float64","42,3407,3407,3407,3407"
peiyou,dkt,"0    0.781954
Name: overall_dataset_auc_mean, dtype: float64","0    0.000747
Name: overall_dataset_auc_std, dtype: float64","0    0.717391
Name: student_auc_mean_mean, dtype: float64","0    0.000655
Name: student_auc_mean_std, dtype: float64","0    0.058921
Name: student_auc_std_mean, dtype: float64","0    0.000199
Name: student_auc_std_std, dtype: float64","0    0.958443
Name: student_auc_max_mean, dtype: float64","0    0.009483
Name: student_auc_max_std, dtype: float64","0    0.472991
Name: student_auc_min_mean, dtype: float64","0    0.022664
Name: student_auc_min_std, dtype: float64","0    0.485452
Name: student_auc_range_mean, dtype: float64","0    0.021879
Name: student_auc_range_std, dtype: float64",25.08065730199994,"0    0.717391
Name: student_auc_average_auc_mean, dtype: float64","0    0.000655
Name: student_auc_average_auc_std, dtype: float64","0    0.045911
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000173
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.684454
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.000666
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.65303
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.000693
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.623048
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.000729
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
peiyou,dkt+,"0    0.782849
Name: overall_dataset_auc_mean, dtype: float64","0    0.000253
Name: overall_dataset_auc_std, dtype: float64","0    0.718754
Name: student_auc_mean_mean, dtype: float64","0    0.000706
Name: student_auc_mean_std, dtype: float64","0    0.058998
Name: student_auc_std_mean, dtype: float64","0    0.000146
Name: student_auc_std_std, dtype: float64","0    0.971127
Name: student_auc_max_mean, dtype: float64","0    0.006851
Name: student_auc_max_std, dtype: float64","0    0.478928
Name: student_auc_min_mean, dtype: float64","0    0.016931
Name: student_auc_min_std, dtype: float64","0    0.4922
Name: student_auc_range_mean, dtype: float64","0    0.012422
Name: student_auc_range_std, dtype: float64",24.751653928220627,"0    0.718754
Name: student_auc_average_auc_mean, dtype: float64","0    0.000706
Name: student_auc_average_auc_std, dtype: float64","0    0.045826
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000115
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.685817
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.000653
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.654389
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.000614
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.624401
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.000586
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
peiyou,dkt_forget,"0    0.790994
Name: overall_dataset_auc_mean, dtype: float64","0    0.000671
Name: overall_dataset_auc_std, dtype: float64","0    0.729558
Name: student_auc_mean_mean, dtype: float64","0    0.000746
Name: student_auc_mean_std, dtype: float64","0    0.060363
Name: student_auc_std_mean, dtype: float64","0    0.000489
Name: student_auc_std_std, dtype: float64","0    0.977639
Name: student_auc_max_mean, dtype: float64","0    0.008239
Name: student_auc_max_std, dtype: float64","0    0.48141
Name: student_auc_min_mean, dtype: float64","0    0.015524
Name: student_auc_min_std, dtype: float64","0    0.496229
Name: student_auc_range_mean, dtype: float64","0    0.0177
Name: student_auc_range_std, dtype: float64",24.356170190540826,"0    0.729558
Name: student_auc_average_auc_mean, dtype: float64","0    0.000746
Name: student_auc_average_auc_std, dtype: float64","0    0.046344
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000434
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.695747
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.000967
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.663504
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.001192
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.632755
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.001407
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
peiyou,dkvmn,"0    0.775948
Name: overall_dataset_auc_mean, dtype: float64","0    0.000401
Name: overall_dataset_auc_std, dtype: float64","0    0.712768
Name: student_auc_mean_mean, dtype: float64","0    0.000851
Name: student_auc_mean_std, dtype: float64","0    0.058932
Name: student_auc_std_mean, dtype: float64","0    0.000236
Name: student_auc_std_std, dtype: float64","0    0.972049
Name: student_auc_max_mean, dtype: float64","0    0.003991
Name: student_auc_max_std, dtype: float64","0    0.444399
Name: student_auc_min_mean, dtype: float64","0    0.024075
Name: student_auc_min_std, dtype: float64","0    0.52765
Name: student_auc_range_mean, dtype: float64","0    0.022339
Name: student_auc_range_std, dtype: float64",22.921744750605473,"0    0.712768
Name: student_auc_average_auc_mean, dtype: float64","0    0.000851
Name: student_auc_average_auc_std, dtype: float64","0    0.046045
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000223
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.679949
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.000858
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.64864
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.000886
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.618774
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.000929
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
peiyou,gkt,"0    0.769315
Name: overall_dataset_auc_mean, dtype: float64","0    0.000771
Name: overall_dataset_auc_std, dtype: float64","0    0.700664
Name: student_auc_mean_mean, dtype: float64","0    0.001022
Name: student_auc_mean_std, dtype: float64","0    0.060224
Name: student_auc_std_mean, dtype: float64","0    0.00035
Name: student_auc_std_std, dtype: float64","0    0.966256
Name: student_auc_max_mean, dtype: float64","0    0.007451
Name: student_auc_max_std, dtype: float64","0    0.439776
Name: student_auc_min_mean, dtype: float64","0    0.03996
Name: student_auc_min_std, dtype: float64","0    0.52648
Name: student_auc_range_mean, dtype: float64","0    0.038329
Name: student_auc_range_std, dtype: float64",22.098411491535085,"0    0.700664
Name: student_auc_average_auc_mean, dtype: float64","0    0.001022
Name: student_auc_average_auc_std, dtype: float64","0    0.047957
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000282
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.667063
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.001098
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.635072
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.001183
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.604616
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.001268
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
peiyou,hawkes,"0    0.790018
Name: overall_dataset_auc_mean, dtype: float64","0    0.000634
Name: overall_dataset_auc_std, dtype: float64","0    0.755276
Name: student_auc_mean_mean, dtype: float64","0    0.000171
Name: student_auc_mean_std, dtype: float64","0    0.058401
Name: student_auc_std_mean, dtype: float64","0    0.000247
Name: student_auc_std_std, dtype: float64","0    0.986842
Name: student_auc_max_mean, dtype: float64","0    0.002901
Name: student_auc_max_std, dtype: float64","0    0.463757
Name: student_auc_min_mean, dtype: float64","0    0.018571
Name: student_auc_min_std, dtype: float64","0    0.523085
Name: student_auc_range_mean, dtype: float64","0    0.017175
Name: student_auc_range_std, dtype: float64",24.723875870098016,"0    0.755276
Name: student_auc_average_auc_mean, dtype: float64","0    0.000171
Name: student_auc_average_auc_std, dtype: float64","0    0.043249
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000183
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.722611
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.00028
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.691358
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.000392
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.661457
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.000497
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
peiyou,kqn,"0    0.776193
Name: overall_dataset_auc_mean, dtype: float64","0    0.000745
Name: overall_dataset_auc_std, dtype: float64","0    0.708985
Name: student_auc_mean_mean, dtype: float64","0    0.000518
Name: student_auc_mean_std, dtype: float64","0    0.059772
Name: student_auc_std_mean, dtype: float64","0    0.000274
Name: student_auc_std_std, dtype: float64","0    0.957895
Name: student_auc_max_mean, dtype: float64","0    0.018259
Name: student_auc_max_std, dtype: float64","0    0.416232
Name: student_auc_min_mean, dtype: float64","0    0.029838
Name: student_auc_min_std, dtype: float64","0    0.541662
Name: student_auc_range_mean, dtype: float64","0    0.042136
Name: student_auc_range_std, dtype: float64",21.89830953708691,"0    0.708985
Name: student_auc_average_auc_mean, dtype: float64","0    0.000518
Name: student_auc_average_auc_std, dtype: float64","0    0.046926
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000162
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.675715
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.000454
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.644007
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.000421
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.613786
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.000416
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
